map_uid;login;ubiname;team;position;round;total_points;score;checkpoints;end_match;time;
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"zdXECAYCS6WwEF51TiXL5A";"xephyr.chris";;"4";"1";"126";"372945";"12071,22768,30522,36115,45268,50002,53575,65122,66255,73968,84318,91995,97592,106668,111582,115035,126341,127498,135141,145525,153085,158718,167864,172805,176178,187375,188534,196205,206588,214208,220178,229187,233818,237125,248928,250105,257815,268165,275865,281478,290918,295648,299175,310338,311521,319515,329798,337518,343068,352315,357135,360558,371798,372945";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"afsvjiq_StuQ2fP1ExHOaQ";"Dam_Pouleto";;"5";"1";"125";"373485";"12171,22815,30542,36168,45344,50999,55102,66364,67562,75315,85802,93315,98915,108328,113372,116868,127901,129104,136948,147838,155672,161345,170372,175255,178815,189815,191031,198602,209025,216632,222192,231200,236025,239455,250438,251641,259302,269852,277502,283198,292297,297225,300712,311672,312851,320368,330798,338352,344038,353081,357995,361455,372448,373485";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"_KRQeGumT9S8tjKacsvKBQ";"Speedself";;"6";"1";"124";"373708";"11862,22292,30225,35972,45083,49868,53215,64313,65588,72984,83268,91102,97045,106274,111262,114622,126755,128015,137935,148432,156048,161625,170712,175515,178912,189997,191135,198712,208932,216508,222098,231147,236925,240672,251691,252862,260354,270585,278228,283871,292767,297602,301082,312091,313225,320748,331092,338605,344272,353364,358095,361672,372702,373708";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"i8p8gYa5TMapnIvmvYflHA";"Walegen";;"7";"1";"123";"375054";"11802,22038,29605,41512,50948,55932,59305,70313,71464,79135,89262,96838,102488,111398,116215,119572,130430,131591,139298,149482,160522,166115,175267,180055,183475,194325,195468,202878,213132,220772,226362,235302,240185,243602,254418,255562,263115,273148,280698,286238,295226,299978,303482,314370,315475,322925,333072,340642,346198,355052,359778,363102,373907,375054";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"duzYCzPgSsCSPOosBZJu6w";"DankTM";;"8";"1";"122";"376718";"11868,22625,30448,36293,48218,53599,57412,68620,69752,77528,87695,95412,100995,110238,114958,118492,129514,130684,138284,149015,156688,162945,172218,177393,181112,192091,193242,200881,211415,219028,224651,233704,238498,241922,252867,254024,261608,272005,279728,285291,294778,299602,303108,313963,315098,322745,332985,340555,346215,355190,361068,364578,375555,376718";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"tJhFwq1BQqOiJK-Tk35LTQ";"Acrose17";;"9";"1";"121";"378988";"11965,22238,29755,35278,44232,48939,52735,63698,64832,72435,82798,90298,95925,104962,114638,117925,128883,130051,138521,148835,156732,162365,171322,176005,179552,191301,192502,199974,210302,217815,226611,235488,241042,244598,255664,256840,264592,275025,282632,288175,297036,301682,304952,315995,317416,325232,335528,343128,348798,357757,363118,366778,377874,378988";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"lDJF5swBQOyA-Xe7LLtZFA";"HeavTM";;"10";"1";"120";"381155";"11832,22105,29615,35222,44155,49022,52392,63660,64805,72212,86655,94202,99815,108791,113532,116898,127788,128948,136508,147422,154955,160678,169914,175547,180109,191928,193075,205949,216775,224278,229828,238827,243718,247192,258364,259495,266972,278725,286282,291938,300835,305645,308982,320142,321302,328662,338872,346412,351858,360750,365522,368915,380115,381155";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"v2s1_QsGTOSJHnw03CFEkQ";"nekojimTM";;"11";"1";"119";"383234";"11764,22182,30048,35688,45056,49928,53382,64633,65788,73401,83875,91455,97038,111292,116402,119822,130878,132075,139758,150695,158422,163968,173315,182968,186380,198171,199345,206942,217465,225302,230948,240075,244905,248255,259378,260594,268428,278925,286548,292408,301908,306902,310412,321548,322725,330068,340382,347942,353548,362600,367428,370782,382048,383234";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"bn2GhrXxSEOlFgESUCZ7tw";"Eria.TM";;"12";"1";"118";"383408";"11765,22058,29665,35344,44338,49808,54019,67837,69148,76918,87365,94858,100528,109651,114325,117868,129161,130425,137748,148398,156078,161738,171088,176644,180589,192237,193481,200882,211072,218865,225278,234215,239063,242715,254385,255628,263275,274137,283702,289342,298291,303162,306498,319265,320532,328002,338172,345752,351322,360391,366248,370889,382362,383408";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"NLv5BmoyQJyW3FE3Rsf5Yg";"seraf_.";;"13";"1";"117";"383791";"11825,22312,29905,35545,44524,53104,57928,69322,70498,78262,91085,98688,104382,113525,118345,121758,132795,134007,141985,152365,159852,165652,174824,179648,183048,195934,197143,204951,215325,223002,228668,237771,242598,246282,257383,258577,266001,276262,284678,290332,299663,304738,308142,319025,320221,327752,338115,346309,353348,362502,367528,371052,382527,383791";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"rijOh4tvTAW97AcPxIgfcA";"Nayko.TM";;"14";"1";"116";"384928";"11931,22559,30832,36732,45723,50532,54015,65261,66428,73978,84392,91962,97625,106521,111315,114738,126082,127238,134768,145038,152545,158168,167258,172238,175668,186876,188078,195535,205852,213425,219058,227927,232752,236092,247026,248214,255878,266182,273728,279338,288301,293192,296575,307941,309087,316645,330958,341552,350808,364771,369475,372812,383685,384928";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"1G-0XdQiR8mXhWcnCjEeJQ";"eLconn21";;"15";"1";"115";"386435";"11702,21922,29485,35062,44005,48818,52242,63520,64662,71918,82518,90105,95721,104962,110128,113462,124401,125554,134828,145148,152608,158121,167044,171818,175168,186028,187212,194482,206225,213702,226184,235121,239962,243398,254418,255548,263012,273142,280568,286248,295105,299882,303228,314027,315182,328171,338482,349138,354945,364053,369132,372732,385387,386435";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"9pgM1HfOQEW8cyXmiZfZEQ";"Evo.DC";;"16";"1";"114";"388035";"13085,23472,31168,36942,46118,50855,54438,69098,70282,78275,88715,96352,102025,111013,118319,122809,135020,136192,143825,154262,161922,167585,176530,181285,184632,196130,197284,205008,215385,223065,228964,238791,243735,247168,258710,259881,267562,278015,289092,294694,303692,308725,312318,323425,324646,332428,344139,352808,358528,367455,372298,375932,386938,388035";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"5Uzub-UqTLS_o8sZAXogFQ";"JaffaPadawan";;"17";"1";"113";"388280";"11881,22152,33562,39112,48738,53525,56985,68518,69807,80135,90612,98248,103848,112733,117725,121158,132524,134107,142198,152595,161895,167570,176574,181395,184712,195735,197022,204862,215335,222928,228662,237570,242275,245672,259535,260850,268415,278652,289162,294980,303888,309512,313028,324176,325378,332730,343035,350575,356335,365315,370075,376088,387195,388280";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"-zEiJKBRQlCQhShsZcS7rA";"bozbez";;"18";"1";"112";"389384";"11964,36852,44475,50118,62277,67408,70835,82120,83344,91078,101495,112555,118248,127303,132062,135368,146511,147702,155234,165668,173425,179092,187948,192688,196035,207135,208378,215888,226258,233795,239432,248350,253022,256605,267760,268970,276402,286592,294088,299668,308702,313405,316932,327981,329147,336548,346768,354315,359955,368915,373632,377098,388290,389384";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"PXFSTZItR1Wfmoa9k87b-Q";"Intax";;"19";"1";"111";"389988";"12645,23282,30752,36512,45847,55675,59365,70956,72088,80382,90902,102812,108418,117855,122588,126295,137733,138931,146621,157294,165645,171278,180295,185015,188455,199608,200795,208568,219362,227052,232655,241798,247078,251278,262357,263532,271112,281322,288938,297562,306797,311492,314845,326010,327145,334668,345055,354785,360508,369591,374332,377808,388865,389988";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"HvnBY5wLT8WpZpz5prn0Xg";"CUPaCAT_TM";;"20";"1";"110";"390195";"12098,22662,30315,36340,45803,50635,54088,65564,66692,74888,85355,93238,106278,115088,119942,123398,134738,135932,143625,154579,164255,169962,179342,184804,188685,200116,201307,208725,219629,227882,233982,243062,247905,251340,263718,264920,272478,283192,291242,297025,306390,311558,314998,326294,327432,335582,346242,353945,359728,368892,374364,378202,389194,390195";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"eDkWqGjhRCmQMcCB5m27Jw";"Pr1nglz.";;"21";"1";"109";"390245";"12095,22742,30555,36382,45383,50168,53548,65040,66275,74121,84715,92232,97965,107323,112105,115515,127604,128772,136878,147812,155682,161472,170405,175222,178552,189665,190894,198955,209355,217178,222965,232101,237224,241078,252193,253447,261255,283118,290852,296865,305900,310572,313868,326628,327888,335668,346135,353868,359535,368390,373115,376468,388982,390245";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"sjtId3fEQGS73R-U0IEC9g";"Jaakaah";;"22";"1";"108";"393250";"12831,23968,31908,37608,47124,52382,55975,67477,68632,76461,87620,94755,100365,109578,114362,117742,128745,129915,137730,160978,168920,174770,183780,188592,191998,203628,204785,212805,223668,231415,237122,247012,251922,255312,266445,267830,275328,286545,294302,299902,309394,314165,317600,328891,330062,337971,349422,357212,362805,372032,376805,380375,392270,393250";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"KzrTzeAuRZyNFLNtRsLi_Q";"P3kingente";;"23";"1";"107";"393438";"12582,23128,30678,36292,45705,50475,53805,64903,66065,73912,84388,92572,98168,107254,114833,119329,130950,132125,139462,149612,158772,164479,174263,184408,187922,199148,200308,207772,217898,225485,231255,240971,245635,248992,259921,261190,268888,279348,290765,299848,309226,314108,317575,328415,329658,337208,347598,355705,363342,373241,378042,381352,392303,393438";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"7AJp1S0ZQeupMQG4oRwnhA";"RandomTM-";;"24";"1";"106";"393722";"12065,22655,34313,48848,58162,63135,66552,78418,79618,87875,98538,106662,112378,121760,126762,130278,141595,142755,150562,160945,168788,174491,183865,189048,192588,203702,204988,212688,223198,231098,236872,247315,252395,255775,266970,268178,275797,286485,294198,299682,309084,313915,317345,329123,330384,338135,349568,357298,362944,372378,377272,380785,392430,393722";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"NqRHMRkkQouv_26tRkW6QQ";"AgentWhiskeyy";;"25";"1";"105";"393742";"11962,22532,30398,39528,49408,56314,61249,73258,74488,82835,93248,100848,106608,116245,121642,125225,136308,137465,145242,155618,164168,169902,178965,183868,187355,198577,199843,207532,218244,226722,232585,241938,248034,251832,264152,265378,273005,283272,290945,296608,305635,311842,315498,326704,327932,335712,349822,357795,363418,373370,378262,381642,392705,393742";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"2_K-XAMoRUGUMVWtUygEEA";"Seanywolf";;"26";"1";"104";"394918";"12038,22808,30708,36549,46231,51145,54852,66238,67454,75108,85828,93615,99132,108244,113032,116678,127845,129057,136874,148042,155968,162989,173837,178632,182228,193420,194558,202338,213018,220688,226408,235618,241369,245682,257451,258645,266555,277955,285858,291624,300904,312711,316978,329948,331124,338862,350035,357715,363423,372628,378132,382175,393667,394918";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"4vEKfNi8RIS0nt_i7D-6Lw";"LXXXX..";;"27";"1";"103";"394925";"11942,22252,29742,35528,45392,53889,57955,72848,74112,81912,92218,101368,107228,116674,126635,130072,141092,142255,150052,160468,168015,173908,183412,189032,192495,203564,204752,212341,222915,230562,236102,246055,251078,254618,265802,266982,274718,285142,292632,298165,307524,312942,316462,327625,328808,336328,346752,354285,359962,369304,375784,380215,393750,394925";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"YorqTxTJSUOLlz3sSi-Whg";"BanZ_TM";;"28";"1";"102";"396762";"12122,23225,31192,36908,46710,51812,55332,66758,67973,76358,87585,95368,101145,110967,115932,119448,130760,131963,139868,150468,158138,163898,173727,178695,182082,197472,198772,206928,218252,229885,235512,244628,249508,253072,264361,265554,273518,284522,292322,297908,307545,312325,315862,327275,328493,339405,350712,358538,364228,373638,378498,381955,395627,396762";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"i6W8MyPFQp6AWLcFKoZx1w";"Monkey.TM";;"29";"1";"101";"397958";"11798,21978,29992,35928,51640,57265,60758,71923,73178,80738,91018,98458,104065,112895,117708,121188,133148,134367,141805,152102,159555,165348,174307,179018,182442,193322,194452,201931,212108,220068,244252,253415,258152,261505,272581,273798,281425,291652,299108,308035,316908,321678,325122,336558,337815,345358,355862,363402,368992,377898,382605,385902,396873,397958";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"sLFc3NnzTASVD6JDVqRCrQ";"nor_mu";;"30";"1";"100";"398338";"12112,23242,37448,43245,52476,58285,61778,73191,74455,82152,93785,101678,107245,116478,121402,124975,136570,137775,145898,156365,163922,170121,179680,184428,187845,199105,200390,208182,218718,226732,239132,248541,253462,256935,268161,269348,277128,287635,295528,301332,310432,315335,318995,330325,331578,339182,349718,362822,368605,377747,382618,386035,397058,398338";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"-1JWHoY_Say7NBI1ExhS8w";"andre.tm";;"31";"1";"99";"399695";"12765,24005,31845,44285,53822,59232,62852,75138,76322,84265,95428,103302,109152,118760,124002,127582,139432,140642,148235,159072,167098,172768,182182,187235,190738,202381,203572,211098,221805,229702,235735,245096,250425,253898,266537,267735,275335,285769,293762,299501,308722,314372,318534,335062,336244,343908,354574,363048,368755,378401,383535,387018,398480,399695";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"Cku-HEVwSQOU6NAQhx3fAA";"Tiger.TM";;"32";"1";"98";"401417";"12222,23405,31352,36961,46701,51725,55192,66761,67902,76178,87468,95438,101382,110982,122693,126819,139068,140242,148451,159855,167778,177765,187801,192738,196465,207955,209192,217565,228752,236468,242388,251795,256598,259938,271418,272665,281072,291675,299782,305585,314560,319615,323052,334865,336035,344358,355415,363392,369025,378075,384378,388799,400368,401417";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"pRKvzOUWS0iUyFNKi27nQQ";"GibbonsterTM";;"33";"1";"28";"404185";"12121,22672,30262,36148,45530,50355,53838,66467,67674,75382,86098,93758,99384,108753,113748,117335,128592,129768,137518,148665,156472,162115,171245,176543,180425,192026,193248,201082,211854,220162,225808,234787,239532,243055,254361,255532,263485,274018,281632,287154,295948,300688,304105,315361,316508,324172,351685,359475,371511,380495,385392,388898,403045,404185";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"g_pHUMO0QvWc_6flTfUF8w";"Babzify";;"34";"1";"27";"405388";"11948,22405,30035,35775,44860,53445,56965,68651,69825,79871,91152,99012,105101,114212,119132,122802,133988,135208,144564,155845,164432,170278,179228,184082,187744,199574,200895,208721,219298,227112,232919,247762,253419,257312,269008,270341,278354,289138,297484,304115,313304,322978,326722,337931,339104,346768,357132,365055,370788,379858,385473,389884,404280,405388";"0";"2022-11-05 21:48:43";
"UZGcm5bPCQUJ4cbsvadTHqvrah6";"cuUfpj2YRf2T-nu2gWJUdg";"Dantski";;"35";"1";"26";"411558";"13081,24618,32902,47288,57515,62925,66728,78202,79494,87328,98055,106002,111825,121697,126732,130445,141723,142972,150745,161975,170185,176088,186454,191305,195462,206661,207858,215605,226212,234235,240108,249668,254668,258315,269530,270772,278491,290999,301018,307329,318864,323758,327238,339002,340177,348218,358972,367942,374323,384173,389022,392512,410372,411558";"0";"2022-11-05 21:48:43";
